CUST_NO,PRODUCT,DEALERSHIP,PAYMENT_DESC,PROMO_ID,DATE_ID,TRANSACTION_DATE,TRANSACTION_ID,EMPLOYEE_ID,TIME_KEY,SELLING_PRICE,DELIVERY_CHARGES,QUANTITY,DISCOUNT,HOLDBACK,REBATE
5746,86507,7,Bank Draft,200,2452570,01/14/2005 00:00:00,1047161,86481,151035,411.32,4.50,1,1.213527,11.25,6.75
5746,86522,7,Bank Draft,200,2452570,01/14/2005 00:00:00,1047161,86453,170815,2440.65,26.70,1,1.213441,66.75,40.05
6100,86502,16,Bank Draft,200,2452570,01/14/2005 00:00:00,1047434,86489,182031,596.08,12.10,1,9.693878,15.13,9.08
5830,86528,7,Other,200,2452570,01/14/2005 00:00:00,1047226,86453,114011,453.31,4.25,1,19.356162,10.63,6.38
5746,86527,7,Loan,200,2452570,01/14/2005 00:00:00,1047161,86481,120647,873.88,17.40,1,12.129190,21.75,13.05
4269,86511,13,Other,125,2452571,01/14/2005 00:00:00,1047417,86438,93017,4603.22,44.50,1,15.768463,111.25,66.75
1441,2002,29,Bank Draft,200,2452571,01/14/2005 00:00:00,1047035,86441,110625,50257.71,510.00,1,9.691740,1275.00,765.00
5153,86510,25,Bank Draft,200,2452571,01/14/2005 00:00:00,1047001,86452,81506,1125.11,22.40,1,12.127625,28.00,16.80
5104,86534,1,Bank Draft,200,2452571,01/14/2005 00:00:00,1047072,86445,111611,4178.98,44.25,1,4.852006,110.63,66.38
5153,86528,25,Other,200,2452571,01/14/2005 00:00:00,1047001,86408,145455,453.31,4.25,1,19.356162,10.63,6.38
5104,86515,1,Cash,200,2452571,01/14/2005 00:00:00,1047072,86445,183653,2462.19,22.50,1,23.049645,56.25,33.75
4269,86524,13,Cash,200,2452571,01/14/2005 00:00:00,1047417,86484,130358,993.78,19.00,1,16.947489,23.75,14.25
5104,86539,1,Bank Draft,200,2452571,01/14/2005 00:00:00,1047072,86415,132118,1674.76,18.50,1,0.000000,46.25,27.75
4983,86504,30,Cash,200,2452571,01/14/2005 00:00:00,1046748,86497,175403,596.28,12.90,1,2.425813,16.13,9.68
5153,86513,25,Loan,200,2452571,01/14/2005 00:00:00,1047001,86486,83526,3294.38,34.50,1,6.061388,86.25,51.75
5153,86505,25,Bank Draft,200,2452571,01/14/2005 00:00:00,1047001,86452,165328,694.73,6.70,1,15.721135,16.75,10.05
5104,86518,1,Cash,200,2452571,01/14/2005 00:00:00,1047072,86415,95623,2495.48,53.40,1,3.637959,66.75,40.05
4269,2003,13,Loan,200,2452571,01/14/2005 00:00:00,1047417,86438,173715,85317.59,840.00,1,13.322262,2100.00,1260.00
4269,86533,13,Lease,200,2452571,01/14/2005 00:00:00,1047417,86438,115510,4486.68,44.25,1,13.350497,110.63,66.38
1441,86506,29,Other,200,2452571,01/14/2005 00:00:00,1047035,86436,173700,536.44,11.00,1,8.481262,13.75,8.25
1441,86531,29,Cash,200,2452571,01/14/2005 00:00:00,1047035,86405,143854,350.75,3.45,1,13.306272,8.63,5.17
5153,86509,25,Other,200,2452571,01/14/2005 00:00:00,1047001,86408,184111,629.11,6.20,1,13.338386,15.50,9.30
4983,86509,30,Loan,200,2452571,01/14/2005 00:00:00,1046748,86497,183038,616.71,6.20,1,10.913225,15.50,9.30
6456,86509,29,Bank Draft,200,2452572,01/14/2005 00:00:00,1047884,86496,70151,573.31,12.40,1,2.425161,15.50,9.30
5302,86501,23,Loan,125,2452572,01/14/2005 00:00:00,1047474,86470,125749,741.38,6.90,1,20.619433,17.25,10.35
5302,86507,23,Bank Draft,125,2452572,01/14/2005 00:00:00,1047474,86421,173417,411.32,4.50,1,1.213527,11.25,6.75
4900,86506,2,Other,200,2452572,01/14/2005 00:00:00,1047220,86498,173434,536.44,11.00,1,8.481262,13.75,8.25
5916,86543,17,Lease,200,2452572,01/14/2005 00:00:00,1047146,86487,90938,1120.92,10.90,1,14.486372,27.25,16.35
4900,86507,2,Lease,200,2452572,01/14/2005 00:00:00,1047220,86478,105302,411.32,4.50,1,1.213527,11.25,6.75
5302,2002,23,Cash,200,2452572,01/14/2005 00:00:00,1047474,86421,93631,50257.71,510.00,1,9.691740,1275.00,765.00
5302,86513,23,Other,200,2452572,01/14/2005 00:00:00,1047474,86490,114857,3294.38,34.50,1,6.061388,86.25,51.75
5916,86517,17,Cash,200,2452572,01/14/2005 00:00:00,1047146,86487,133707,2655.00,26.70,1,10.917274,66.75,40.05
5916,86528,17,Loan,200,2452572,01/14/2005 00:00:00,1047146,86460,130829,453.31,4.25,1,19.356162,10.63,6.38
6456,86523,29,Bank Draft,200,2452572,01/14/2005 00:00:00,1047884,86496,155623,2590.19,23.45,1,24.255410,58.63,35.18
3905,2001,27,Cash,200,2452573,01/14/2005 00:00:00,1047022,86417,154504,83048.01,780.00,1,19.400568,1950.00,1170.00
5762,86534,26,Loan,200,2452573,01/14/2005 00:00:00,1046882,86499,160813,4178.98,44.25,1,4.852006,110.63,66.38
5648,86529,5,Loan,200,2452573,01/14/2005 00:00:00,1046649,86459,140344,1350.98,28.00,1,7.272881,35.00,21.00
6498,2002,15,Bank Draft,200,2452573,01/14/2005 00:00:00,1047227,86444,170732,50257.71,510.00,1,9.691740,1275.00,765.00
5648,86514,5,Cash,200,2452573,01/14/2005 00:00:00,1046649,86434,91156,1024.78,11.20,1,1.212146,28.00,16.80
5762,86513,26,Lease,200,2452573,01/14/2005 00:00:00,1046882,86493,103023,3294.38,34.50,1,6.061388,86.25,51.75
5793,2001,10,Bank Draft,200,2452573,01/14/2005 00:00:00,1046442,86407,142509,83048.01,780.00,1,19.400568,1950.00,1170.00
3112,86526,15,Cash,200,2452573,01/14/2005 00:00:00,1046435,86476,103914,2849.79,26.00,1,23.000400,65.00,39.00
5762,86543,26,Loan,105,2452573,01/14/2005 00:00:00,1046882,86493,180233,1120.92,10.90,1,14.486372,27.25,16.35
1362,86506,9,Loan,125,2452573,01/14/2005 00:00:00,1046714,86411,131555,536.44,11.00,1,8.481262,13.75,8.25
1362,86501,9,Loan,200,2452573,01/14/2005 00:00:00,1046714,86419,161324,741.38,6.90,1,20.619433,17.25,10.35
3112,86519,15,Other,200,2452573,01/14/2005 00:00:00,1046435,86455,122309,2445.28,26.70,1,1.210894,66.75,40.05
5648,86521,5,Bank Draft,200,2452573,01/14/2005 00:00:00,1046649,86459,104801,4650.50,42.50,1,23.051670,106.25,63.75
6635,2001,25,Lease,200,2452574,01/14/2005 00:00:00,1046788,86408,163202,83048.01,780.00,1,19.400568,1950.00,1170.00
6387,86509,12,Loan,200,2452574,01/14/2005 00:00:00,1046987,86435,71701,598.11,6.20,1,7.275483,15.50,9.30
6387,86525,12,Other,200,2452574,01/14/2005 00:00:00,1046987,86435,85253,229.74,4.40,1,16.984402,5.50,3.30
6635,2001,25,Bank Draft,125,2452574,01/14/2005 00:00:00,1046788,86452,103638,83048.01,780.00,1,19.400568,1950.00,1170.00
4437,2003,26,Cash,200,2452574,01/14/2005 00:00:00,1046608,86493,150707,85317.59,840.00,1,13.322262,2100.00,1260.00
4007,86538,4,Other,200,2452574,01/14/2005 00:00:00,1047172,86466,125924,359.02,7.00,1,14.531660,8.75,5.25
6635,86522,25,Other,200,2452574,01/14/2005 00:00:00,1046788,86452,70538,2894.55,53.40,1,21.841942,66.75,40.05
451,86508,7,Bank Draft,200,2452574,01/14/2005 00:00:00,1047643,86453,164154,640.61,6.20,1,15.791354,15.50,9.30
6781,86504,13,Other,200,2452574,01/14/2005 00:00:00,1047392,86484,132416,298.14,12.90,2,2.425813,16.13,9.68
4007,86511,4,Other,200,2452574,01/14/2005 00:00:00,1047172,86466,131902,4603.22,44.50,1,15.768463,111.25,66.75
6781,86527,13,Cash,200,2452574,01/14/2005 00:00:00,1047392,86401,75811,873.88,17.40,1,12.129190,21.75,13.05
6635,2004,25,Loan,200,2452574,01/14/2005 00:00:00,1046788,86452,185022,54771.93,540.00,1,13.344736,1350.00,810.00
6499,86511,29,Loan,200,2452574,01/14/2005 00:00:00,1046589,86405,173527,4603.22,44.50,1,15.768463,111.25,66.75
4437,86533,26,Bank Draft,105,2452574,01/14/2005 00:00:00,1046608,86493,80755,1495.56,44.25,3,13.350497,110.63,66.38
6508,86535,7,Loan,200,2452574,01/14/2005 00:00:00,1046586,86481,151205,359.09,3.25,1,24.245629,8.13,4.88
6781,86504,13,Bank Draft,200,2452574,01/14/2005 00:00:00,1047392,86401,123707,596.28,12.90,1,2.425813,16.13,9.68
6499,86540,29,Loan,200,2452574,01/14/2005 00:00:00,1046589,86496,163039,1171.29,22.40,1,16.953437,28.00,16.80
1182,2003,23,Cash,200,2452574,01/14/2005 00:00:00,1046323,86421,100211,85317.59,840.00,1,13.322262,2100.00,1260.00
4007,86534,4,Cash,200,2452574,01/14/2005 00:00:00,1047172,86412,143151,4178.98,44.25,1,4.852006,110.63,66.38
4437,86511,26,Lease,200,2452574,01/14/2005 00:00:00,1046608,86493,90555,4603.22,44.50,1,15.768463,111.25,66.75
6635,86526,25,Other,200,2452574,01/14/2005 00:00:00,1046788,86452,165907,2849.79,26.00,1,23.000400,65.00,39.00
6387,86507,12,Loan,200,2452574,01/14/2005 00:00:00,1046987,86435,160229,411.32,4.50,1,1.213527,11.25,6.75
4437,86509,26,Cash,200,2452574,01/14/2005 00:00:00,1046608,86499,113516,666.31,6.20,1,20.613869,15.50,9.30
451,86529,7,Loan,200,2452574,01/14/2005 00:00:00,1047643,86453,111918,1350.98,28.00,1,7.272881,35.00,21.00
4709,86509,17,Loan,200,2452574,01/14/2005 00:00:00,1046727,86460,105001,610.51,6.20,1,9.700644,15.50,9.30
4709,86512,17,Bank Draft,200,2452574,01/14/2005 00:00:00,1046727,86460,115738,2151.48,45.00,2,6.051711,112.50,67.50
6387,86532,12,Loan,200,2452574,01/14/2005 00:00:00,1046987,86435,122445,205.72,2.25,1,1.213157,5.63,3.38
4709,86526,17,Lease,200,2452574,01/14/2005 00:00:00,1046727,86487,110944,2849.79,26.00,1,23.000400,65.00,39.00
6499,86525,29,Loan,200,2452574,01/14/2005 00:00:00,1046589,86436,105231,229.74,4.40,1,16.984402,5.50,3.30
4437,86539,26,Cash,200,2452574,01/14/2005 00:00:00,1046608,86493,112857,1674.76,18.50,1,0.000000,46.25,27.75
6499,86527,29,Cash,200,2452574,01/14/2005 00:00:00,1046589,86441,102055,436.94,17.40,2,12.129190,21.75,13.05
4709,2003,17,Bank Draft,105,2452574,01/14/2005 00:00:00,1046727,86467,115843,85317.59,840.00,1,13.322262,2100.00,1260.00
6635,86537,25,Lease,200,2452574,01/14/2005 00:00:00,1046788,86452,143600,2034.68,45.00,1,0.000000,56.25,33.75
6499,86540,29,Bank Draft,200,2452574,01/14/2005 00:00:00,1046589,86441,141346,1171.29,22.40,1,16.953437,28.00,16.80
6387,86530,12,Loan,200,2452574,01/14/2005 00:00:00,1046987,86435,145657,3118.89,62.00,1,12.105156,77.50,46.50
6508,86528,7,Loan,200,2452574,01/14/2005 00:00:00,1046586,86453,184058,453.31,4.25,1,19.356162,10.63,6.38
6342,2002,18,Loan,200,2452574,01/14/2005 00:00:00,1047274,86413,91901,50257.71,510.00,1,9.691740,1275.00,765.00
4709,2004,17,Lease,200,2452574,01/14/2005 00:00:00,1046727,86460,154314,54771.93,540.00,1,13.344736,1350.00,810.00
6781,86507,13,Bank Draft,200,2452574,01/14/2005 00:00:00,1047392,86401,90511,411.32,4.50,1,1.213527,11.25,6.75
4437,86503,26,Lease,200,2452574,01/14/2005 00:00:00,1046608,86499,132804,680.34,7.05,1,7.272592,17.63,10.58
6508,86510,7,Bank Draft,200,2452574,01/14/2005 00:00:00,1046586,86481,70815,1125.11,22.40,1,12.127625,28.00,16.80
6097,86510,17,Bank Draft,200,2452575,01/14/2005 00:00:00,1046440,86467,71100,562.56,22.40,2,12.127625,28.00,16.80
6383,86539,3,Bank Draft,200,2452575,01/14/2005 00:00:00,1046516,86414,84330,1674.76,18.50,1,0.000000,46.25,27.75
6097,86527,17,Bank Draft,105,2452575,01/14/2005 00:00:00,1046440,86487,124525,873.88,17.40,1,12.129190,21.75,13.05
6248,86532,6,Other,200,2452575,01/14/2005 00:00:00,1046405,86403,174639,205.72,2.25,1,1.213157,5.63,3.38
6106,86526,11,Cash,200,2452575,01/14/2005 00:00:00,1047296,86464,131754,2849.79,26.00,1,23.000400,65.00,39.00
6131,86525,25,Cash,200,2452575,01/14/2005 00:00:00,1047343,86452,105447,229.74,4.40,1,16.984402,5.50,3.30
5374,86530,14,Bank Draft,200,2452575,01/14/2005 00:00:00,1047055,86456,140355,3118.89,62.00,1,12.105156,77.50,46.50
6131,86501,25,Cash,200,2452575,01/14/2005 00:00:00,1047343,86452,150002,741.38,6.90,1,20.619433,17.25,10.35
6097,86501,17,Loan,200,2452575,01/14/2005 00:00:00,1046440,86492,161059,741.38,6.90,1,20.619433,17.25,10.35
6248,86504,6,Other,200,2452575,01/14/2005 00:00:00,1046405,86432,110003,596.28,12.90,1,2.425813,16.13,9.68
5374,86526,14,Loan,200,2452575,01/14/2005 00:00:00,1047055,86456,140112,2849.79,26.00,1,23.000400,65.00,39.00
6248,2000,6,Lease,200,2452575,01/14/2005 00:00:00,1046405,86424,113811,93380.00,1840.00,1,13.333333,2300.00,1380.00
6097,86529,17,Bank Draft,200,2452575,01/14/2005 00:00:00,1046440,86487,110353,1350.98,28.00,1,7.272881,35.00,21.00
6131,86539,25,Cash,200,2452575,01/14/2005 00:00:00,1047343,86452,75008,1674.76,18.50,1,0.000000,46.25,27.75
6383,86514,3,Other,200,2452575,01/14/2005 00:00:00,1046516,86416,172111,1024.78,11.20,1,1.212146,28.00,16.80
6106,86506,11,Loan,200,2452575,01/14/2005 00:00:00,1047296,86464,113348,536.44,11.00,1,8.481262,13.75,8.25
6383,86537,3,Cash,200,2452575,01/14/2005 00:00:00,1046516,86416,72829,2034.68,45.00,1,0.000000,56.25,33.75
5374,86501,14,Bank Draft,200,2452575,01/14/2005 00:00:00,1047055,86480,165441,741.38,6.90,1,20.619433,17.25,10.35
6106,86502,11,Bank Draft,200,2452575,01/14/2005 00:00:00,1047296,86433,155843,565.83,12.10,1,3.635204,15.13,9.08
6383,86529,3,Other,200,2452575,01/14/2005 00:00:00,1046516,86414,91411,1350.98,28.00,1,7.272881,35.00,21.00
6131,86505,25,Bank Draft,200,2452575,01/14/2005 00:00:00,1047343,86452,93002,694.73,6.70,1,15.721135,16.75,10.05
6146,2001,25,Lease,200,2452576,01/14/2005 00:00:00,1047688,86452,180706,83048.01,780.00,1,19.400568,1950.00,1170.00
5914,86536,19,Bank Draft,125,2452576,01/14/2005 00:00:00,1047975,86468,75042,1178.46,12.20,1,7.264328,30.50,18.30
5914,86511,19,Loan,200,2452576,01/14/2005 00:00:00,1047975,86468,74641,4603.22,44.50,1,15.768463,111.25,66.75
6603,86542,6,Other,200,2452576,01/14/2005 00:00:00,1047619,86403,83146,179.52,3.50,1,14.531173,4.38,2.63
5914,86526,19,Bank Draft,200,2452576,01/14/2005 00:00:00,1047975,86468,83724,2849.79,26.00,1,23.000400,65.00,39.00
6603,86529,6,Cash,200,2452576,01/14/2005 00:00:00,1047619,86403,81752,1350.98,28.00,1,7.272881,35.00,21.00
3735,2004,22,Loan,200,2452576,01/14/2005 00:00:00,1046458,86483,175244,54771.93,540.00,1,13.344736,1350.00,810.00
5914,86536,19,Loan,200,2452576,01/14/2005 00:00:00,1047975,86468,155524,1178.46,12.20,1,7.264328,30.50,18.30
5914,86538,19,Cash,200,2452576,01/14/2005 00:00:00,1047975,86468,70441,359.02,7.00,1,14.531660,8.75,5.25
3735,86512,22,Cash,200,2452576,01/14/2005 00:00:00,1046458,86477,161626,4302.96,45.00,1,6.051711,112.50,67.50
6603,86505,6,Lease,200,2452576,01/14/2005 00:00:00,1047619,86424,94146,694.73,6.70,1,15.721135,16.75,10.05
6146,2004,25,Bank Draft,200,2452576,01/14/2005 00:00:00,1047688,86408,114106,54771.93,540.00,1,13.344736,1350.00,810.00
4624,86540,2,Other,200,2452576,01/14/2005 00:00:00,1047082,86440,105631,1171.29,22.40,1,16.953437,28.00,16.80
6146,86509,25,Lease,200,2452576,01/14/2005 00:00:00,1047688,86452,154906,567.11,6.20,1,1.212581,15.50,9.30
6146,86508,25,Cash,200,2452576,01/14/2005 00:00:00,1047688,86452,162431,640.61,6.20,1,15.791354,15.50,9.30
6603,86502,6,Cash,200,2452576,01/14/2005 00:00:00,1047619,86432,175818,608.18,12.10,1,12.117347,15.13,9.08
4624,86503,2,Loan,200,2452576,01/14/2005 00:00:00,1047082,86498,75139,680.34,7.05,1,7.272592,17.63,10.58
4624,86507,2,Bank Draft,200,2452576,01/14/2005 00:00:00,1047082,86423,165604,411.32,4.50,1,1.213527,11.25,6.75
6146,86542,25,Lease,200,2452576,01/14/2005 00:00:00,1047688,86452,82020,179.52,3.50,1,14.531173,4.38,2.63
6146,86537,25,Loan,200,2452576,01/14/2005 00:00:00,1047688,86408,163603,2034.68,45.00,1,0.000000,56.25,33.75
6146,86515,25,Bank Draft,200,2452576,01/14/2005 00:00:00,1047688,86452,152033,2462.19,22.50,1,23.049645,56.25,33.75
5914,86515,19,Other,200,2452576,01/14/2005 00:00:00,1047975,86468,130056,2462.19,22.50,1,23.049645,56.25,33.75
3735,86529,22,Bank Draft,200,2452576,01/14/2005 00:00:00,1046458,86483,133643,1350.98,28.00,1,7.272881,35.00,21.00
3735,86515,22,Other,200,2452576,01/14/2005 00:00:00,1046458,86404,114336,2462.19,22.50,1,23.049645,56.25,33.75
6400,86517,15,Loan,200,2452577,01/14/2005 00:00:00,1046811,86476,165043,2655.00,26.70,1,10.917274,66.75,40.05
3672,86511,4,Cash,200,2452577,01/14/2005 00:00:00,1047829,86412,112231,4603.22,44.50,1,15.768463,111.25,66.75
3721,86539,28,Cash,200,2452577,01/14/2005 00:00:00,1047010,86454,142947,1674.76,18.50,1,0.000000,46.25,27.75
5895,86509,15,Cash,200,2452577,01/14/2005 00:00:00,1046794,86444,131223,585.71,6.20,1,4.850322,15.50,9.30
3984,2002,3,Lease,200,2452577,01/14/2005 00:00:00,1046776,86414,180514,50257.71,510.00,1,9.691740,1275.00,765.00
3672,86506,4,Lease,200,2452577,01/14/2005 00:00:00,1047829,86463,120053,536.44,11.00,1,8.481262,13.75,8.25
6546,86533,20,Bank Draft,200,2452577,01/14/2005 00:00:00,1046292,86469,145742,4486.68,44.25,1,13.350497,110.63,66.38
5895,86520,15,Loan,200,2452577,01/14/2005 00:00:00,1046794,86429,91655,191.43,3.50,1,23.061251,4.38,2.63
5895,86527,15,Lease,200,2452577,01/14/2005 00:00:00,1046794,86455,113028,873.88,17.40,1,12.129190,21.75,13.05
5895,86539,15,Bank Draft,200,2452577,01/14/2005 00:00:00,1046794,86444,72011,1674.76,18.50,1,0.000000,46.25,27.75
2800,86532,27,Cash,200,2452577,01/14/2005 00:00:00,1046752,86494,161544,205.72,2.25,1,1.213157,5.63,3.38
2800,2001,27,Loan,200,2452577,01/14/2005 00:00:00,1046752,86494,133842,83048.01,780.00,1,19.400568,1950.00,1170.00
5225,86535,18,Loan,125,2452577,01/14/2005 00:00:00,1047998,86462,125452,359.09,3.25,1,24.245629,8.13,4.88
6400,86521,15,Cash,200,2452577,01/14/2005 00:00:00,1046811,86429,103532,4650.50,42.50,1,23.051670,106.25,63.75
6546,86511,20,Bank Draft,200,2452577,01/14/2005 00:00:00,1046292,86469,173855,4603.22,44.50,1,15.768463,111.25,66.75
3672,86520,4,Bank Draft,200,2452577,01/14/2005 00:00:00,1047829,86463,83820,95.72,3.50,2,23.061251,4.38,2.63
2800,86504,27,Lease,200,2452577,01/14/2005 00:00:00,1046752,86494,130900,596.28,12.90,1,2.425813,16.13,9.68
5225,86513,18,Other,200,2452577,01/14/2005 00:00:00,1047998,86413,130922,3294.38,34.50,1,6.061388,86.25,51.75
6400,86521,15,Lease,200,2452577,01/14/2005 00:00:00,1046811,86444,82224,4650.50,42.50,1,23.051670,106.25,63.75
6400,86539,15,Loan,200,2452577,01/14/2005 00:00:00,1046811,86429,160923,1674.76,18.50,1,0.000000,46.25,27.75
5225,86531,18,Loan,105,2452577,01/14/2005 00:00:00,1047998,86488,171330,350.75,3.45,1,13.306272,8.63,5.17
3672,86510,4,Bank Draft,200,2452577,01/14/2005 00:00:00,1047829,86409,115136,1125.11,22.40,1,12.127625,28.00,16.80
3721,86510,28,Cash,200,2452577,01/14/2005 00:00:00,1047010,86454,180933,1125.11,22.40,1,12.127625,28.00,16.80
5895,86508,15,Cash,200,2452577,01/14/2005 00:00:00,1046794,86476,72750,640.61,6.20,1,15.791354,15.50,9.30
6400,86521,15,Loan,200,2452577,01/14/2005 00:00:00,1046811,86455,153418,2325.25,42.50,2,23.051670,106.25,63.75
6546,86530,20,Cash,200,2452577,01/14/2005 00:00:00,1046292,86469,93851,3118.89,62.00,1,12.105156,77.50,46.50
5225,86533,18,Cash,200,2452577,01/14/2005 00:00:00,1047998,86488,124724,4486.68,44.25,1,13.350497,110.63,66.38
6400,86535,15,Bank Draft,200,2452577,01/14/2005 00:00:00,1046811,86476,163330,359.09,3.25,1,24.245629,8.13,4.88
4169,86522,17,Bank Draft,200,2452578,01/14/2005 00:00:00,1046428,86467,140835,2413.95,26.70,1,0.000000,66.75,40.05
6394,86515,21,Other,200,2452578,01/14/2005 00:00:00,1047989,86465,134104,2462.19,22.50,1,23.049645,56.25,33.75
6171,86507,9,Cash,200,2452578,01/14/2005 00:00:00,1046852,86439,153232,411.32,4.50,1,1.213527,11.25,6.75
5368,86520,20,Loan,200,2452578,01/14/2005 00:00:00,1046755,86469,175804,191.43,3.50,1,23.061251,4.38,2.63
4169,86509,17,Bank Draft,125,2452578,01/14/2005 00:00:00,1046428,86487,170746,591.91,6.20,1,6.062903,15.50,9.30
5895,86511,15,Bank Draft,200,2452578,01/14/2005 00:00:00,1047579,86444,131416,4603.22,44.50,1,15.768463,111.25,66.75
6414,86535,4,Lease,200,2452578,01/14/2005 00:00:00,1046379,86409,131401,359.09,3.25,1,24.245629,8.13,4.88
5368,86519,20,Bank Draft,200,2452578,01/14/2005 00:00:00,1046755,86469,112815,2445.28,26.70,1,1.210894,66.75,40.05
6171,86529,9,Other,200,2452578,01/14/2005 00:00:00,1046852,86411,112623,1350.98,28.00,1,7.272881,35.00,21.00
6394,86539,21,Loan,200,2452578,01/14/2005 00:00:00,1047989,86418,165745,1674.76,18.50,1,0.000000,46.25,27.75
5368,86518,20,Loan,200,2452578,01/14/2005 00:00:00,1046755,86469,73831,2495.48,53.40,1,3.637959,66.75,40.05
6414,86533,4,Bank Draft,200,2452578,01/14/2005 00:00:00,1046379,86412,185038,2243.34,44.25,2,13.350497,110.63,66.38
6394,86503,21,Cash,200,2452578,01/14/2005 00:00:00,1047989,86465,150508,680.34,7.05,1,7.272592,17.63,10.58
5895,86511,15,Cash,200,2452578,01/14/2005 00:00:00,1047579,86455,165922,4603.22,44.50,1,15.768463,111.25,66.75
5895,86519,15,Bank Draft,200,2452578,01/14/2005 00:00:00,1047579,86429,133959,2445.28,26.70,1,1.210894,66.75,40.05
5368,86504,20,Other,200,2452578,01/14/2005 00:00:00,1046755,86469,94014,596.28,12.90,1,2.425813,16.13,9.68
5368,2003,20,Loan,200,2452578,01/14/2005 00:00:00,1046755,86469,91414,85317.59,840.00,1,13.322262,2100.00,1260.00
6171,86524,9,Other,200,2452578,01/14/2005 00:00:00,1046852,86411,140129,993.78,19.00,1,16.947489,23.75,14.25
5368,86508,20,Cash,200,2452578,01/14/2005 00:00:00,1046755,86469,143915,640.61,6.20,1,15.791354,15.50,9.30
5368,86504,20,Lease,105,2452578,01/14/2005 00:00:00,1046755,86469,130155,596.28,12.90,1,2.425813,16.13,9.68
6348,86530,13,Cash,200,2452578,01/14/2005 00:00:00,1046758,86438,101540,1039.63,62.00,3,12.105156,77.50,46.50
6348,86520,13,Other,200,2452578,01/14/2005 00:00:00,1046758,86438,105643,191.43,3.50,1,23.061251,4.38,2.63
6171,86501,9,Loan,200,2452578,01/14/2005 00:00:00,1046852,86439,115617,741.38,6.90,1,20.619433,17.25,10.35
5895,86540,15,Cash,200,2452578,01/14/2005 00:00:00,1047579,86444,111927,1171.29,22.40,1,16.953437,28.00,16.80
6414,86503,4,Bank Draft,200,2452578,01/14/2005 00:00:00,1046379,86463,115529,680.34,7.05,1,7.272592,17.63,10.58
5895,86528,15,Lease,200,2452578,01/14/2005 00:00:00,1047579,86455,172444,453.31,4.25,1,19.356162,10.63,6.38
6505,86529,6,Cash,200,2452579,01/14/2005 00:00:00,1047310,86403,90244,1350.98,28.00,1,7.272881,35.00,21.00
5234,86540,26,Cash,200,2452579,01/14/2005 00:00:00,1047562,86493,164513,1171.29,22.40,1,16.953437,28.00,16.80
4834,86519,17,Bank Draft,200,2452579,01/14/2005 00:00:00,1047201,86467,183236,2445.28,26.70,1,1.210894,66.75,40.05
6767,86515,29,Loan,200,2452579,01/14/2005 00:00:00,1046422,86441,80113,2462.19,22.50,1,23.049645,56.25,33.75
6767,86536,29,Bank Draft,200,2452579,01/14/2005 00:00:00,1046422,86436,153550,1178.46,12.20,1,7.264328,30.50,18.30
5234,86543,26,Lease,200,2452579,01/14/2005 00:00:00,1047562,86493,135228,1120.92,10.90,1,14.486372,27.25,16.35
4764,2002,7,Other,200,2452579,01/14/2005 00:00:00,1046709,86481,175544,50257.71,510.00,1,9.691740,1275.00,765.00
6505,86512,6,Lease,200,2452579,01/14/2005 00:00:00,1047310,86424,180643,4302.96,45.00,1,6.051711,112.50,67.50
6430,86529,27,Other,200,2452579,01/14/2005 00:00:00,1046747,86417,83546,1350.98,28.00,1,7.272881,35.00,21.00
6767,86528,29,Bank Draft,200,2452579,01/14/2005 00:00:00,1046422,86441,80210,453.31,4.25,1,19.356162,10.63,6.38
2059,2003,18,Cash,200,2452579,01/14/2005 00:00:00,1046787,86413,145338,85317.59,840.00,1,13.322262,2100.00,1260.00
6505,2003,6,Bank Draft,200,2452579,01/14/2005 00:00:00,1047310,86402,152417,85317.59,840.00,1,13.322262,2100.00,1260.00
6505,86510,6,Loan,200,2452579,01/14/2005 00:00:00,1047310,86432,142635,1125.11,22.40,1,12.127625,28.00,16.80
4834,86541,17,Lease,200,2452579,01/14/2005 00:00:00,1047201,86487,170518,729.53,14.10,1,15.761641,17.63,10.58
6661,86537,13,Loan,200,2452579,01/14/2005 00:00:00,1047578,86438,92340,2034.68,45.00,1,0.000000,56.25,33.75
1245,2003,8,Bank Draft,200,2452579,01/14/2005 00:00:00,1046548,86428,152818,85317.59,840.00,1,13.322262,2100.00,1260.00
4017,86539,30,Loan,200,2452579,01/14/2005 00:00:00,1047864,86497,132230,1674.76,18.50,1,0.000000,46.25,27.75
6661,86509,13,Lease,200,2452579,01/14/2005 00:00:00,1047578,86438,142439,604.31,6.20,1,8.488064,15.50,9.30
6430,86519,27,Other,200,2452579,01/14/2005 00:00:00,1046747,86494,145055,2445.28,26.70,1,1.210894,66.75,40.05
6661,86531,13,Lease,200,2452579,01/14/2005 00:00:00,1047578,86438,113853,350.75,3.45,1,13.306272,8.63,5.17
4017,86506,30,Bank Draft,125,2452579,01/14/2005 00:00:00,1047864,86473,102329,536.44,11.00,1,8.481262,13.75,8.25
6430,86528,27,Lease,200,2452579,01/14/2005 00:00:00,1046747,86417,125159,453.31,4.25,1,19.356162,10.63,6.38
6505,86518,6,Lease,200,2452579,01/14/2005 00:00:00,1047310,86424,72906,2495.48,53.40,1,3.637959,66.75,40.05
6505,86523,6,Other,200,2452579,01/14/2005 00:00:00,1047310,86424,123448,2543.29,23.45,1,21.829869,58.63,35.18
