DATE_SK,DATE_VALUE,DATE_NUM,YEAR_MONTH_NUMBER,CALENDAR_QUARTER,MONTH_NUM,MONTH_NAME,MONTH_SHORT_NAME,WEEK_NUM,DAY_NUM_OF_YEAR,DAY_NUM_OF_MONTH,DAY_NUM_OF_WEEK,DAY_NAME,DAY_SHORT_NAME,QUARTER_NUM,YEAR_QUARTER_NUM,DAY_NUM_OF_QUARTER
20140703,2014-07-03,20140703,201407,Qtr 3,7,July,Jul,27,184,3,5,Thursday,Thu,3,20143,3
20140704,2014-07-04,20140704,201407,Qtr 3,7,July,Jul,27,185,4,6,Friday,Fri,3,20143,4
20140705,2014-07-05,20140705,201407,Qtr 3,7,July,Jul,27,186,5,7,Saturday,Sat,3,20143,5
20140706,2014-07-06,20140706,201407,Qtr 3,7,July,Jul,27,187,6,1,Sunday,Sun,3,20143,6
20140707,2014-07-07,20140707,201407,Qtr 3,7,July,Jul,28,188,7,2,Monday,Mon,3,20143,7
20140708,2014-07-08,20140708,201407,Qtr 3,7,July,Jul,28,189,8,3,Tuesday,Tue,3,20143,8
20140709,2014-07-09,20140709,201407,Qtr 3,7,July,Jul,28,190,9,4,Wednesday,Wed,3,20143,9
20140710,2014-07-10,20140710,201407,Qtr 3,7,July,Jul,28,191,10,5,Thursday,Thu,3,20143,10
20140711,2014-07-11,20140711,201407,Qtr 3,7,July,Jul,28,192,11,6,Friday,Fri,3,20143,11
20140712,2014-07-12,20140712,201407,Qtr 3,7,July,Jul,28,193,12,7,Saturday,Sat,3,20143,12
20140713,2014-07-13,20140713,201407,Qtr 3,7,July,Jul,28,194,13,1,Sunday,Sun,3,20143,13
20140714,2014-07-14,20140714,201407,Qtr 3,7,July,Jul,29,195,14,2,Monday,Mon,3,20143,14
20140715,2014-07-15,20140715,201407,Qtr 3,7,July,Jul,29,196,15,3,Tuesday,Tue,3,20143,15
20140716,2014-07-16,20140716,201407,Qtr 3,7,July,Jul,29,197,16,4,Wednesday,Wed,3,20143,16
20140717,2014-07-17,20140717,201407,Qtr 3,7,July,Jul,29,198,17,5,Thursday,Thu,3,20143,17
20140718,2014-07-18,20140718,201407,Qtr 3,7,July,Jul,29,199,18,6,Friday,Fri,3,20143,18
20140719,2014-07-19,20140719,201407,Qtr 3,7,July,Jul,29,200,19,7,Saturday,Sat,3,20143,19
20140720,2014-07-20,20140720,201407,Qtr 3,7,July,Jul,29,201,20,1,Sunday,Sun,3,20143,20
20140721,2014-07-21,20140721,201407,Qtr 3,7,July,Jul,30,202,21,2,Monday,Mon,3,20143,21
20140722,2014-07-22,20140722,201407,Qtr 3,7,July,Jul,30,203,22,3,Tuesday,Tue,3,20143,22
20140723,2014-07-23,20140723,201407,Qtr 3,7,July,Jul,30,204,23,4,Wednesday,Wed,3,20143,23
20140724,2014-07-24,20140724,201407,Qtr 3,7,July,Jul,30,205,24,5,Thursday,Thu,3,20143,24
20140725,2014-07-25,20140725,201407,Qtr 3,7,July,Jul,30,206,25,6,Friday,Fri,3,20143,25
20140726,2014-07-26,20140726,201407,Qtr 3,7,July,Jul,30,207,26,7,Saturday,Sat,3,20143,26
20140727,2014-07-27,20140727,201407,Qtr 3,7,July,Jul,30,208,27,1,Sunday,Sun,3,20143,27
20140728,2014-07-28,20140728,201407,Qtr 3,7,July,Jul,31,209,28,2,Monday,Mon,3,20143,28
20140729,2014-07-29,20140729,201407,Qtr 3,7,July,Jul,31,210,29,3,Tuesday,Tue,3,20143,29
20140730,2014-07-30,20140730,201407,Qtr 3,7,July,Jul,31,211,30,4,Wednesday,Wed,3,20143,30
20140731,2014-07-31,20140731,201407,Qtr 3,7,July,Jul,31,212,31,5,Thursday,Thu,3,20143,31
20140801,2014-08-01,20140801,201408,Qtr 3,8,August,Aug,31,213,1,6,Friday,Fri,3,20143,32
20140802,2014-08-02,20140802,201408,Qtr 3,8,August,Aug,31,214,2,7,Saturday,Sat,3,20143,33
20140803,2014-08-03,20140803,201408,Qtr 3,8,August,Aug,31,215,3,1,Sunday,Sun,3,20143,34
20140804,2014-08-04,20140804,201408,Qtr 3,8,August,Aug,32,216,4,2,Monday,Mon,3,20143,35
20140805,2014-08-05,20140805,201408,Qtr 3,8,August,Aug,32,217,5,3,Tuesday,Tue,3,20143,36
20140806,2014-08-06,20140806,201408,Qtr 3,8,August,Aug,32,218,6,4,Wednesday,Wed,3,20143,37
20140807,2014-08-07,20140807,201408,Qtr 3,8,August,Aug,32,219,7,5,Thursday,Thu,3,20143,38
20140808,2014-08-08,20140808,201408,Qtr 3,8,August,Aug,32,220,8,6,Friday,Fri,3,20143,39
20140809,2014-08-09,20140809,201408,Qtr 3,8,August,Aug,32,221,9,7,Saturday,Sat,3,20143,40
20140810,2014-08-10,20140810,201408,Qtr 3,8,August,Aug,32,222,10,1,Sunday,Sun,3,20143,41
20140811,2014-08-11,20140811,201408,Qtr 3,8,August,Aug,33,223,11,2,Monday,Mon,3,20143,42
20140812,2014-08-12,20140812,201408,Qtr 3,8,August,Aug,33,224,12,3,Tuesday,Tue,3,20143,43
20140813,2014-08-13,20140813,201408,Qtr 3,8,August,Aug,33,225,13,4,Wednesday,Wed,3,20143,44
20140814,2014-08-14,20140814,201408,Qtr 3,8,August,Aug,33,226,14,5,Thursday,Thu,3,20143,45
20140815,2014-08-15,20140815,201408,Qtr 3,8,August,Aug,33,227,15,6,Friday,Fri,3,20143,46
20140816,2014-08-16,20140816,201408,Qtr 3,8,August,Aug,33,228,16,7,Saturday,Sat,3,20143,47
20140817,2014-08-17,20140817,201408,Qtr 3,8,August,Aug,33,229,17,1,Sunday,Sun,3,20143,48
20140818,2014-08-18,20140818,201408,Qtr 3,8,August,Aug,34,230,18,2,Monday,Mon,3,20143,49
20140819,2014-08-19,20140819,201408,Qtr 3,8,August,Aug,34,231,19,3,Tuesday,Tue,3,20143,50
20140820,2014-08-20,20140820,201408,Qtr 3,8,August,Aug,34,232,20,4,Wednesday,Wed,3,20143,51
20140821,2014-08-21,20140821,201408,Qtr 3,8,August,Aug,34,233,21,5,Thursday,Thu,3,20143,52
20140822,2014-08-22,20140822,201408,Qtr 3,8,August,Aug,34,234,22,6,Friday,Fri,3,20143,53
20140823,2014-08-23,20140823,201408,Qtr 3,8,August,Aug,34,235,23,7,Saturday,Sat,3,20143,54
20140824,2014-08-24,20140824,201408,Qtr 3,8,August,Aug,34,236,24,1,Sunday,Sun,3,20143,55
20140825,2014-08-25,20140825,201408,Qtr 3,8,August,Aug,35,237,25,2,Monday,Mon,3,20143,56
20140826,2014-08-26,20140826,201408,Qtr 3,8,August,Aug,35,238,26,3,Tuesday,Tue,3,20143,57
20140827,2014-08-27,20140827,201408,Qtr 3,8,August,Aug,35,239,27,4,Wednesday,Wed,3,20143,58
20140828,2014-08-28,20140828,201408,Qtr 3,8,August,Aug,35,240,28,5,Thursday,Thu,3,20143,59
20140829,2014-08-29,20140829,201408,Qtr 3,8,August,Aug,35,241,29,6,Friday,Fri,3,20143,60
20140830,2014-08-30,20140830,201408,Qtr 3,8,August,Aug,35,242,30,7,Saturday,Sat,3,20143,61
20140831,2014-08-31,20140831,201408,Qtr 3,8,August,Aug,35,243,31,1,Sunday,Sun,3,20143,62
20140901,2014-09-01,20140901,201409,Qtr 3,9,September,Sep,36,244,1,2,Monday,Mon,3,20143,63
20140902,2014-09-02,20140902,201409,Qtr 3,9,September,Sep,36,245,2,3,Tuesday,Tue,3,20143,64
20140903,2014-09-03,20140903,201409,Qtr 3,9,September,Sep,36,246,3,4,Wednesday,Wed,3,20143,65
20140904,2014-09-04,20140904,201409,Qtr 3,9,September,Sep,36,247,4,5,Thursday,Thu,3,20143,66
20140905,2014-09-05,20140905,201409,Qtr 3,9,September,Sep,36,248,5,6,Friday,Fri,3,20143,67
20140906,2014-09-06,20140906,201409,Qtr 3,9,September,Sep,36,249,6,7,Saturday,Sat,3,20143,68
20140907,2014-09-07,20140907,201409,Qtr 3,9,September,Sep,36,250,7,1,Sunday,Sun,3,20143,69
20140908,2014-09-08,20140908,201409,Qtr 3,9,September,Sep,37,251,8,2,Monday,Mon,3,20143,70
20140909,2014-09-09,20140909,201409,Qtr 3,9,September,Sep,37,252,9,3,Tuesday,Tue,3,20143,71
20140910,2014-09-10,20140910,201409,Qtr 3,9,September,Sep,37,253,10,4,Wednesday,Wed,3,20143,72
20140911,2014-09-11,20140911,201409,Qtr 3,9,September,Sep,37,254,11,5,Thursday,Thu,3,20143,73
20140912,2014-09-12,20140912,201409,Qtr 3,9,September,Sep,37,255,12,6,Friday,Fri,3,20143,74
20140913,2014-09-13,20140913,201409,Qtr 3,9,September,Sep,37,256,13,7,Saturday,Sat,3,20143,75
20140914,2014-09-14,20140914,201409,Qtr 3,9,September,Sep,37,257,14,1,Sunday,Sun,3,20143,76
20140915,2014-09-15,20140915,201409,Qtr 3,9,September,Sep,38,258,15,2,Monday,Mon,3,20143,77
20140916,2014-09-16,20140916,201409,Qtr 3,9,September,Sep,38,259,16,3,Tuesday,Tue,3,20143,78
20140917,2014-09-17,20140917,201409,Qtr 3,9,September,Sep,38,260,17,4,Wednesday,Wed,3,20143,79
20140918,2014-09-18,20140918,201409,Qtr 3,9,September,Sep,38,261,18,5,Thursday,Thu,3,20143,80
20140919,2014-09-19,20140919,201409,Qtr 3,9,September,Sep,38,262,19,6,Friday,Fri,3,20143,81
20140920,2014-09-20,20140920,201409,Qtr 3,9,September,Sep,38,263,20,7,Saturday,Sat,3,20143,82
20140921,2014-09-21,20140921,201409,Qtr 3,9,September,Sep,38,264,21,1,Sunday,Sun,3,20143,83
20140922,2014-09-22,20140922,201409,Qtr 3,9,September,Sep,39,265,22,2,Monday,Mon,3,20143,84
20140923,2014-09-23,20140923,201409,Qtr 3,9,September,Sep,39,266,23,3,Tuesday,Tue,3,20143,85
20140924,2014-09-24,20140924,201409,Qtr 3,9,September,Sep,39,267,24,4,Wednesday,Wed,3,20143,86
20140925,2014-09-25,20140925,201409,Qtr 3,9,September,Sep,39,268,25,5,Thursday,Thu,3,20143,87
20140926,2014-09-26,20140926,201409,Qtr 3,9,September,Sep,39,269,26,6,Friday,Fri,3,20143,88
20140927,2014-09-27,20140927,201409,Qtr 3,9,September,Sep,39,270,27,7,Saturday,Sat,3,20143,89
20140928,2014-09-28,20140928,201409,Qtr 3,9,September,Sep,39,271,28,1,Sunday,Sun,3,20143,90
20140929,2014-09-29,20140929,201409,Qtr 3,9,September,Sep,40,272,29,2,Monday,Mon,3,20143,91
20140930,2014-09-30,20140930,201409,Qtr 3,9,September,Sep,40,273,30,3,Tuesday,Tue,3,20143,92
20141001,2014-10-01,20141001,201410,Qtr 4,10,October,Oct,40,274,1,4,Wednesday,Wed,4,20144,1
20141002,2014-10-02,20141002,201410,Qtr 4,10,October,Oct,40,275,2,5,Thursday,Thu,4,20144,2
20141003,2014-10-03,20141003,201410,Qtr 4,10,October,Oct,40,276,3,6,Friday,Fri,4,20144,3
20141004,2014-10-04,20141004,201410,Qtr 4,10,October,Oct,40,277,4,7,Saturday,Sat,4,20144,4
20141005,2014-10-05,20141005,201410,Qtr 4,10,October,Oct,40,278,5,1,Sunday,Sun,4,20144,5
20141006,2014-10-06,20141006,201410,Qtr 4,10,October,Oct,41,279,6,2,Monday,Mon,4,20144,6
20141007,2014-10-07,20141007,201410,Qtr 4,10,October,Oct,41,280,7,3,Tuesday,Tue,4,20144,7
20141008,2014-10-08,20141008,201410,Qtr 4,10,October,Oct,41,281,8,4,Wednesday,Wed,4,20144,8
20141009,2014-10-09,20141009,201410,Qtr 4,10,October,Oct,41,282,9,5,Thursday,Thu,4,20144,9
20141010,2014-10-10,20141010,201410,Qtr 4,10,October,Oct,41,283,10,6,Friday,Fri,4,20144,10
20141011,2014-10-11,20141011,201410,Qtr 4,10,October,Oct,41,284,11,7,Saturday,Sat,4,20144,11
20141012,2014-10-12,20141012,201410,Qtr 4,10,October,Oct,41,285,12,1,Sunday,Sun,4,20144,12
20141013,2014-10-13,20141013,201410,Qtr 4,10,October,Oct,42,286,13,2,Monday,Mon,4,20144,13
20141014,2014-10-14,20141014,201410,Qtr 4,10,October,Oct,42,287,14,3,Tuesday,Tue,4,20144,14
20141015,2014-10-15,20141015,201410,Qtr 4,10,October,Oct,42,288,15,4,Wednesday,Wed,4,20144,15
20141016,2014-10-16,20141016,201410,Qtr 4,10,October,Oct,42,289,16,5,Thursday,Thu,4,20144,16
20141017,2014-10-17,20141017,201410,Qtr 4,10,October,Oct,42,290,17,6,Friday,Fri,4,20144,17
20141018,2014-10-18,20141018,201410,Qtr 4,10,October,Oct,42,291,18,7,Saturday,Sat,4,20144,18
20141019,2014-10-19,20141019,201410,Qtr 4,10,October,Oct,42,292,19,1,Sunday,Sun,4,20144,19
20141020,2014-10-20,20141020,201410,Qtr 4,10,October,Oct,43,293,20,2,Monday,Mon,4,20144,20
20141021,2014-10-21,20141021,201410,Qtr 4,10,October,Oct,43,294,21,3,Tuesday,Tue,4,20144,21
20141022,2014-10-22,20141022,201410,Qtr 4,10,October,Oct,43,295,22,4,Wednesday,Wed,4,20144,22
20141023,2014-10-23,20141023,201410,Qtr 4,10,October,Oct,43,296,23,5,Thursday,Thu,4,20144,23
20141024,2014-10-24,20141024,201410,Qtr 4,10,October,Oct,43,297,24,6,Friday,Fri,4,20144,24
20141025,2014-10-25,20141025,201410,Qtr 4,10,October,Oct,43,298,25,7,Saturday,Sat,4,20144,25
20141026,2014-10-26,20141026,201410,Qtr 4,10,October,Oct,43,299,26,1,Sunday,Sun,4,20144,26
20141027,2014-10-27,20141027,201410,Qtr 4,10,October,Oct,44,300,27,2,Monday,Mon,4,20144,27
20141028,2014-10-28,20141028,201410,Qtr 4,10,October,Oct,44,301,28,3,Tuesday,Tue,4,20144,28
20141029,2014-10-29,20141029,201410,Qtr 4,10,October,Oct,44,302,29,4,Wednesday,Wed,4,20144,29
20141030,2014-10-30,20141030,201410,Qtr 4,10,October,Oct,44,303,30,5,Thursday,Thu,4,20144,30
20141031,2014-10-31,20141031,201410,Qtr 4,10,October,Oct,44,304,31,6,Friday,Fri,4,20144,31
20141101,2014-11-01,20141101,201411,Qtr 4,11,November,Nov,44,305,1,7,Saturday,Sat,4,20144,32
20141102,2014-11-02,20141102,201411,Qtr 4,11,November,Nov,44,306,2,1,Sunday,Sun,4,20144,33
20141103,2014-11-03,20141103,201411,Qtr 4,11,November,Nov,45,307,3,2,Monday,Mon,4,20144,34
20141104,2014-11-04,20141104,201411,Qtr 4,11,November,Nov,45,308,4,3,Tuesday,Tue,4,20144,35
20141105,2014-11-05,20141105,201411,Qtr 4,11,November,Nov,45,309,5,4,Wednesday,Wed,4,20144,36
20141106,2014-11-06,20141106,201411,Qtr 4,11,November,Nov,45,310,6,5,Thursday,Thu,4,20144,37
20141107,2014-11-07,20141107,201411,Qtr 4,11,November,Nov,45,311,7,6,Friday,Fri,4,20144,38
20141108,2014-11-08,20141108,201411,Qtr 4,11,November,Nov,45,312,8,7,Saturday,Sat,4,20144,39
20141109,2014-11-09,20141109,201411,Qtr 4,11,November,Nov,45,313,9,1,Sunday,Sun,4,20144,40
20141110,2014-11-10,20141110,201411,Qtr 4,11,November,Nov,46,314,10,2,Monday,Mon,4,20144,41
20141111,2014-11-11,20141111,201411,Qtr 4,11,November,Nov,46,315,11,3,Tuesday,Tue,4,20144,42
20141112,2014-11-12,20141112,201411,Qtr 4,11,November,Nov,46,316,12,4,Wednesday,Wed,4,20144,43
20141113,2014-11-13,20141113,201411,Qtr 4,11,November,Nov,46,317,13,5,Thursday,Thu,4,20144,44
20141114,2014-11-14,20141114,201411,Qtr 4,11,November,Nov,46,318,14,6,Friday,Fri,4,20144,45
20141115,2014-11-15,20141115,201411,Qtr 4,11,November,Nov,46,319,15,7,Saturday,Sat,4,20144,46
20141116,2014-11-16,20141116,201411,Qtr 4,11,November,Nov,46,320,16,1,Sunday,Sun,4,20144,47
20141117,2014-11-17,20141117,201411,Qtr 4,11,November,Nov,47,321,17,2,Monday,Mon,4,20144,48
20141118,2014-11-18,20141118,201411,Qtr 4,11,November,Nov,47,322,18,3,Tuesday,Tue,4,20144,49
20141119,2014-11-19,20141119,201411,Qtr 4,11,November,Nov,47,323,19,4,Wednesday,Wed,4,20144,50
20141120,2014-11-20,20141120,201411,Qtr 4,11,November,Nov,47,324,20,5,Thursday,Thu,4,20144,51
20141121,2014-11-21,20141121,201411,Qtr 4,11,November,Nov,47,325,21,6,Friday,Fri,4,20144,52
20141122,2014-11-22,20141122,201411,Qtr 4,11,November,Nov,47,326,22,7,Saturday,Sat,4,20144,53
20141123,2014-11-23,20141123,201411,Qtr 4,11,November,Nov,47,327,23,1,Sunday,Sun,4,20144,54
20141124,2014-11-24,20141124,201411,Qtr 4,11,November,Nov,48,328,24,2,Monday,Mon,4,20144,55
20141125,2014-11-25,20141125,201411,Qtr 4,11,November,Nov,48,329,25,3,Tuesday,Tue,4,20144,56
20141126,2014-11-26,20141126,201411,Qtr 4,11,November,Nov,48,330,26,4,Wednesday,Wed,4,20144,57
20141127,2014-11-27,20141127,201411,Qtr 4,11,November,Nov,48,331,27,5,Thursday,Thu,4,20144,58
20141128,2014-11-28,20141128,201411,Qtr 4,11,November,Nov,48,332,28,6,Friday,Fri,4,20144,59
20141129,2014-11-29,20141129,201411,Qtr 4,11,November,Nov,48,333,29,7,Saturday,Sat,4,20144,60
20141130,2014-11-30,20141130,201411,Qtr 4,11,November,Nov,48,334,30,1,Sunday,Sun,4,20144,61
20141201,2014-12-01,20141201,201412,Qtr 4,12,December,Dec,49,335,1,2,Monday,Mon,4,20144,62
20141202,2014-12-02,20141202,201412,Qtr 4,12,December,Dec,49,336,2,3,Tuesday,Tue,4,20144,63
20141203,2014-12-03,20141203,201412,Qtr 4,12,December,Dec,49,337,3,4,Wednesday,Wed,4,20144,64
20141204,2014-12-04,20141204,201412,Qtr 4,12,December,Dec,49,338,4,5,Thursday,Thu,4,20144,65
20141205,2014-12-05,20141205,201412,Qtr 4,12,December,Dec,49,339,5,6,Friday,Fri,4,20144,66
20141206,2014-12-06,20141206,201412,Qtr 4,12,December,Dec,49,340,6,7,Saturday,Sat,4,20144,67
20141207,2014-12-07,20141207,201412,Qtr 4,12,December,Dec,49,341,7,1,Sunday,Sun,4,20144,68
20141208,2014-12-08,20141208,201412,Qtr 4,12,December,Dec,50,342,8,2,Monday,Mon,4,20144,69
20141209,2014-12-09,20141209,201412,Qtr 4,12,December,Dec,50,343,9,3,Tuesday,Tue,4,20144,70
20141210,2014-12-10,20141210,201412,Qtr 4,12,December,Dec,50,344,10,4,Wednesday,Wed,4,20144,71
20141211,2014-12-11,20141211,201412,Qtr 4,12,December,Dec,50,345,11,5,Thursday,Thu,4,20144,72
20141212,2014-12-12,20141212,201412,Qtr 4,12,December,Dec,50,346,12,6,Friday,Fri,4,20144,73
20141213,2014-12-13,20141213,201412,Qtr 4,12,December,Dec,50,347,13,7,Saturday,Sat,4,20144,74
20141214,2014-12-14,20141214,201412,Qtr 4,12,December,Dec,50,348,14,1,Sunday,Sun,4,20144,75
20141215,2014-12-15,20141215,201412,Qtr 4,12,December,Dec,51,349,15,2,Monday,Mon,4,20144,76
20141216,2014-12-16,20141216,201412,Qtr 4,12,December,Dec,51,350,16,3,Tuesday,Tue,4,20144,77
20141217,2014-12-17,20141217,201412,Qtr 4,12,December,Dec,51,351,17,4,Wednesday,Wed,4,20144,78
20141218,2014-12-18,20141218,201412,Qtr 4,12,December,Dec,51,352,18,5,Thursday,Thu,4,20144,79
20141219,2014-12-19,20141219,201412,Qtr 4,12,December,Dec,51,353,19,6,Friday,Fri,4,20144,80
20141220,2014-12-20,20141220,201412,Qtr 4,12,December,Dec,51,354,20,7,Saturday,Sat,4,20144,81
20141221,2014-12-21,20141221,201412,Qtr 4,12,December,Dec,51,355,21,1,Sunday,Sun,4,20144,82
20141222,2014-12-22,20141222,201412,Qtr 4,12,December,Dec,52,356,22,2,Monday,Mon,4,20144,83
20141223,2014-12-23,20141223,201412,Qtr 4,12,December,Dec,52,357,23,3,Tuesday,Tue,4,20144,84
20141224,2014-12-24,20141224,201412,Qtr 4,12,December,Dec,52,358,24,4,Wednesday,Wed,4,20144,85
20141225,2014-12-25,20141225,201412,Qtr 4,12,December,Dec,52,359,25,5,Thursday,Thu,4,20144,86
20141226,2014-12-26,20141226,201412,Qtr 4,12,December,Dec,52,360,26,6,Friday,Fri,4,20144,87
20141227,2014-12-27,20141227,201412,Qtr 4,12,December,Dec,52,361,27,7,Saturday,Sat,4,20144,88
20141228,2014-12-28,20141228,201412,Qtr 4,12,December,Dec,52,362,28,1,Sunday,Sun,4,20144,89
20141229,2014-12-29,20141229,201412,Qtr 4,12,December,Dec,1,363,29,2,Monday,Mon,4,20144,90
20141230,2014-12-30,20141230,201412,Qtr 4,12,December,Dec,1,364,30,3,Tuesday,Tue,4,20144,91
20141231,2014-12-31,20141231,201412,Qtr 4,12,December,Dec,1,365,31,4,Wednesday,Wed,4,20144,92
20150101,2015-01-01,20150101,201501,Qtr 1,1,January,Jan,1,1,1,5,Thursday,Thu,1,20151,1
20150102,2015-01-02,20150102,201501,Qtr 1,1,January,Jan,1,2,2,6,Friday,Fri,1,20151,2
20150103,2015-01-03,20150103,201501,Qtr 1,1,January,Jan,1,3,3,7,Saturday,Sat,1,20151,3
20150104,2015-01-04,20150104,201501,Qtr 1,1,January,Jan,1,4,4,1,Sunday,Sun,1,20151,4
20150105,2015-01-05,20150105,201501,Qtr 1,1,January,Jan,2,5,5,2,Monday,Mon,1,20151,5
20150106,2015-01-06,20150106,201501,Qtr 1,1,January,Jan,2,6,6,3,Tuesday,Tue,1,20151,6
20150107,2015-01-07,20150107,201501,Qtr 1,1,January,Jan,2,7,7,4,Wednesday,Wed,1,20151,7
20150108,2015-01-08,20150108,201501,Qtr 1,1,January,Jan,2,8,8,5,Thursday,Thu,1,20151,8
20150109,2015-01-09,20150109,201501,Qtr 1,1,January,Jan,2,9,9,6,Friday,Fri,1,20151,9
20150110,2015-01-10,20150110,201501,Qtr 1,1,January,Jan,2,10,10,7,Saturday,Sat,1,20151,10
20150111,2015-01-11,20150111,201501,Qtr 1,1,January,Jan,2,11,11,1,Sunday,Sun,1,20151,11
20150112,2015-01-12,20150112,201501,Qtr 1,1,January,Jan,3,12,12,2,Monday,Mon,1,20151,12
20150113,2015-01-13,20150113,201501,Qtr 1,1,January,Jan,3,13,13,3,Tuesday,Tue,1,20151,13
20150114,2015-01-14,20150114,201501,Qtr 1,1,January,Jan,3,14,14,4,Wednesday,Wed,1,20151,14
20150115,2015-01-15,20150115,201501,Qtr 1,1,January,Jan,3,15,15,5,Thursday,Thu,1,20151,15
20150116,2015-01-16,20150116,201501,Qtr 1,1,January,Jan,3,16,16,6,Friday,Fri,1,20151,16
20150117,2015-01-17,20150117,201501,Qtr 1,1,January,Jan,3,17,17,7,Saturday,Sat,1,20151,17
20150118,2015-01-18,20150118,201501,Qtr 1,1,January,Jan,3,18,18,1,Sunday,Sun,1,20151,18
20150119,2015-01-19,20150119,201501,Qtr 1,1,January,Jan,4,19,19,2,Monday,Mon,1,20151,19
20150120,2015-01-20,20150120,201501,Qtr 1,1,January,Jan,4,20,20,3,Tuesday,Tue,1,20151,20
20150121,2015-01-21,20150121,201501,Qtr 1,1,January,Jan,4,21,21,4,Wednesday,Wed,1,20151,21
20150122,2015-01-22,20150122,201501,Qtr 1,1,January,Jan,4,22,22,5,Thursday,Thu,1,20151,22
20150123,2015-01-23,20150123,201501,Qtr 1,1,January,Jan,4,23,23,6,Friday,Fri,1,20151,23
20150124,2015-01-24,20150124,201501,Qtr 1,1,January,Jan,4,24,24,7,Saturday,Sat,1,20151,24
20150125,2015-01-25,20150125,201501,Qtr 1,1,January,Jan,4,25,25,1,Sunday,Sun,1,20151,25
20150126,2015-01-26,20150126,201501,Qtr 1,1,January,Jan,5,26,26,2,Monday,Mon,1,20151,26
20150127,2015-01-27,20150127,201501,Qtr 1,1,January,Jan,5,27,27,3,Tuesday,Tue,1,20151,27
20150128,2015-01-28,20150128,201501,Qtr 1,1,January,Jan,5,28,28,4,Wednesday,Wed,1,20151,28
20150129,2015-01-29,20150129,201501,Qtr 1,1,January,Jan,5,29,29,5,Thursday,Thu,1,20151,29
20150130,2015-01-30,20150130,201501,Qtr 1,1,January,Jan,5,30,30,6,Friday,Fri,1,20151,30
20150131,2015-01-31,20150131,201501,Qtr 1,1,January,Jan,5,31,31,7,Saturday,Sat,1,20151,31
20150201,2015-02-01,20150201,201502,Qtr 1,2,February,Feb,5,32,1,1,Sunday,Sun,1,20151,32
20150202,2015-02-02,20150202,201502,Qtr 1,2,February,Feb,6,33,2,2,Monday,Mon,1,20151,33
20150203,2015-02-03,20150203,201502,Qtr 1,2,February,Feb,6,34,3,3,Tuesday,Tue,1,20151,34
20150204,2015-02-04,20150204,201502,Qtr 1,2,February,Feb,6,35,4,4,Wednesday,Wed,1,20151,35
20150205,2015-02-05,20150205,201502,Qtr 1,2,February,Feb,6,36,5,5,Thursday,Thu,1,20151,36
20150206,2015-02-06,20150206,201502,Qtr 1,2,February,Feb,6,37,6,6,Friday,Fri,1,20151,37
20150207,2015-02-07,20150207,201502,Qtr 1,2,February,Feb,6,38,7,7,Saturday,Sat,1,20151,38
20150208,2015-02-08,20150208,201502,Qtr 1,2,February,Feb,6,39,8,1,Sunday,Sun,1,20151,39
20150209,2015-02-09,20150209,201502,Qtr 1,2,February,Feb,7,40,9,2,Monday,Mon,1,20151,40
20150210,2015-02-10,20150210,201502,Qtr 1,2,February,Feb,7,41,10,3,Tuesday,Tue,1,20151,41
20150211,2015-02-11,20150211,201502,Qtr 1,2,February,Feb,7,42,11,4,Wednesday,Wed,1,20151,42
20150212,2015-02-12,20150212,201502,Qtr 1,2,February,Feb,7,43,12,5,Thursday,Thu,1,20151,43
20150213,2015-02-13,20150213,201502,Qtr 1,2,February,Feb,7,44,13,6,Friday,Fri,1,20151,44
20150214,2015-02-14,20150214,201502,Qtr 1,2,February,Feb,7,45,14,7,Saturday,Sat,1,20151,45
20150215,2015-02-15,20150215,201502,Qtr 1,2,February,Feb,7,46,15,1,Sunday,Sun,1,20151,46
20150216,2015-02-16,20150216,201502,Qtr 1,2,February,Feb,8,47,16,2,Monday,Mon,1,20151,47
20150217,2015-02-17,20150217,201502,Qtr 1,2,February,Feb,8,48,17,3,Tuesday,Tue,1,20151,48
20150218,2015-02-18,20150218,201502,Qtr 1,2,February,Feb,8,49,18,4,Wednesday,Wed,1,20151,49
20150219,2015-02-19,20150219,201502,Qtr 1,2,February,Feb,8,50,19,5,Thursday,Thu,1,20151,50
20150220,2015-02-20,20150220,201502,Qtr 1,2,February,Feb,8,51,20,6,Friday,Fri,1,20151,51
20150221,2015-02-21,20150221,201502,Qtr 1,2,February,Feb,8,52,21,7,Saturday,Sat,1,20151,52
20150222,2015-02-22,20150222,201502,Qtr 1,2,February,Feb,8,53,22,1,Sunday,Sun,1,20151,53
20150223,2015-02-23,20150223,201502,Qtr 1,2,February,Feb,9,54,23,2,Monday,Mon,1,20151,54
20150224,2015-02-24,20150224,201502,Qtr 1,2,February,Feb,9,55,24,3,Tuesday,Tue,1,20151,55
20150225,2015-02-25,20150225,201502,Qtr 1,2,February,Feb,9,56,25,4,Wednesday,Wed,1,20151,56
20150226,2015-02-26,20150226,201502,Qtr 1,2,February,Feb,9,57,26,5,Thursday,Thu,1,20151,57
20150227,2015-02-27,20150227,201502,Qtr 1,2,February,Feb,9,58,27,6,Friday,Fri,1,20151,58
20150228,2015-02-28,20150228,201502,Qtr 1,2,February,Feb,9,59,28,7,Saturday,Sat,1,20151,59
20150301,2015-03-01,20150301,201503,Qtr 1,3,March,Mar,9,60,1,1,Sunday,Sun,1,20151,60
